MemberID,Name,DOB,Gender,Region,PlanType,EffectiveDate,Email,IsActive,LastUpdated
M00477,Michael Pope,1980-07-18,O,East,HMO,2020-08-10,grahamjasmine@smith.com,0.0,2024-05-17
M00478,Angela Weaver,2008-06-10,F,West,Medicare,2017-11-14,nicholas15@smith.info,0.0,2024-05-28
M00479,Jacob Simmons,1995-03-15,M,Metro,HMO,2019-04-15,michellekirby@clark.net,0.0,2024-05-01
M00480,Elizabeth Woodard,2010-11-06,O,West,POS,2020-03-19,christopherreed@schmidt-moran.info,1.0,2024-06-10
M00481,Amanda Martin,1975-06-23,O,East,HMO,2017-02-06,hannahvazquez@hotmail.com,1.0,2024-05-08
M00482,Anthony Thompson,1987-11-16,M,South,HMO,2017-10-23,joseph45@gmail.com,0.0,2024-05-08
M00483,Charles Ortega,2008-06-05,F,South,HMO,2018-02-26,kelly92@fox.net,0.0,2024-05-19
M00484,Kevin Boyd,1975-12-23,O,West,Medicare,2019-06-02,hansenpaul@hotmail.com,1.0,2024-05-25
M00485,Christopher Villa,1988-08-13,O,East,Medicare,2017-12-01,brianmiller@reid.info,1.0,2024-05-30
M00486,Danielle Brown,2001-11-28,F,South,PPO,2016-07-26,jennifer28@clayton-james.org,0.0,2024-06-02
M00487,Christopher Salazar,1989-11-16,F,East,Medicaid,2017-08-12,raymondstanley@donaldson.org,0.0,2024-05-19
M00488,Troy Carter,2012-08-15,O,West,EPO,2017-08-25,sierraharding@yahoo.com,0.0,2024-06-06
M00489,Michael Miller,2015-02-11,O,South,Medicaid,2022-08-27,danielle29@gonzalez-ward.net,0.0,2024-05-22
M00490,Michael Gonzalez Jr.,1981-10-09,M,Metro,POS,2021-04-19,bradleyhuber@hotmail.com,0.0,2024-05-24
M00491,Andres Harvey,2004-09-10,F,East,EPO,2020-02-29,hwilliams@jones.org,0.0,2024-05-08
M00492,George Lee,1997-07-26,M,South,POS,2018-05-05,marymcdowell@austin.net,,2024-05-12
M00493,Robert Andersen,1988-08-15,O,West,HMO,2016-06-14,jmiller@hotmail.com,1.0,2024-06-04
M00494,Jamie Gutierrez,1999-12-01,F,Metro,POS,2016-07-03,shannongriffith@hudson-jones.com,0.0,2024-05-02
M00495,Kimberly Gonzalez,1981-11-21,F,North,HMO,2023-06-21,melendezmaria@yahoo.com,1.0,2024-06-08
M00496,Casey Moore,2006-04-21,M,North,Medicare,2017-03-10,sanderskim@manning-pham.net,1.0,2024-06-02
M00497,Christine Dorsey,1986-06-02,M,South,HMO,2023-02-04,ashley82@gmail.com,0.0,2024-05-24
M00498,Jordan Barry,1976-04-12,F,East,PPO,2020-06-28,markrichardson@hotmail.com,0.0,2024-05-30
M00499,Tracy Graham,1991-09-30,F,East,Medicaid,2016-06-17,tracey38@hotmail.com,1.0,2024-05-29
M00500,Steven Parker,1984-10-31,O,Metro,EPO,2016-09-05,zwright@gmail.com,0.0,2024-06-07
